Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,Our_test_score
 CUZ,RF,20,40,0,15,0.847547974413646,50,-1,49
 CUZ,RF,20,20,0,20,0.8505376344086022,60,-1,46
 CUZ,RF,10,10,0,20,0.8373101952277657,70,-1,68
 CUZ,RF,10,50,0,10,0.87527352297593,80,-1,66
 CUZ,RF,10,10,0,15,0.8355408388520972,90,-1,80
 CUZ,RF,50,10,0,15,0.8307349665924276,100,-1,88
 CBS,RF,10,50,0,20,0.7473363774733638,10,-1,9
 CBS,RF,20,10,0,25,0.7473035439137135,20,-1,18
 CBS,RF,20,40,0,10,0.8252730109204368,30,-1,22
 CBS,RF,10,20,0,25,0.8278041074249605,40,-1,25
 CBS,RF,50,30,0,20,0.8512,50,-1,40
 CBS,RF,10,40,0,15,0.8492706645056726,60,-1,34
 CBS,RF,30,30,0,10,0.8522167487684729,70,-1,52
 CBS,RF,20,20,0,10,0.8618968386023295,80,-1,60
 CBS,RF,30,10,0,10,0.863406408094435,90,-1,56
 CBS,RF,10,30,0,10,0.8444444444444444,100,-1,53
 VVR,RF,10,10,0,10,0.9443298969072165,10,-1,10
 VVR,RF,10,10,0,10,0.9251559251559252,20,-1,20
 VVR,RF,10,10,0,10,0.8867924528301887,30,-1,30
 VVR,RF,40,40,0,25,0.9027484143763214,40,-1,29
 VVR,RF,40,10,0,15,0.8784648187633263,50,-1,49
 VVR,RF,10,40,0,25,0.9021505376344086,60,-1,35
 VVR,RF,10,50,0,10,0.9229934924078091,70,-1,19
 VVR,RF,10,50,0,28,0.9212253829321663,80,-1,54
 VVR,RF,10,50,0,10,0.9216335540838853,90,-1,33
 VVR,RF,10,50,0,20,0.910913140311804,100,-1,9
 BDC,RF,50,10,0,10,0.6989690721649484,10,-1,9
 BDC,RF,30,30,0,28,0.8004158004158004,20,-1,12
 BDC,RF,10,20,0,10,0.8238993710691824,30,-1,20
 BDC,RF,50,20,0,20,0.8372093023255814,40,-1,36
 BDC,RF,10,10,0,20,0.7707889125799574,50,-1,46
 BDC,RF,20,40,0,15,0.8408602150537634,60,-1,52
 BDC,RF,20,50,0,10,0.8535791757049892,70,-1,60
 BDC,RF,40,20,0,15,0.8446389496717724,80,-1,51
 BDC,RF,10,50,0,10,0.847682119205298,90,-1,66
 BDC,RF,20,40,0,10,0.8374164810690423,100,-1,64
 DNI,RF,10,10,0,10,0.9010309278350516,10,-1,5
 DNI,RF,10,20,0,10,0.8835758835758836,20,-1,15
 DNI,RF,10,10,0,10,0.8322851153039832,30,-1,12
 DNI,RF,10,10,0,20,0.8446088794926004,40,-1,31
 DNI,RF,30,30,0,20,0.908315565031983,50,-1,40
 DNI,RF,20,20,0,10,0.9096774193548387,60,-1,51
 DNI,RF,10,40,0,28,0.9002169197396963,70,-1,66
 DNI,RF,10,20,0,10,0.9201312910284464,80,-1,60
 DNI,RF,10,20,0,15,0.91280353200883,90,-1,29
 DNI,RF,10,50,0,20,0.920935412026726,100,-1,20
